id,icij_sar_id,filer_org_name_id,filer_org_name,begin_date,end_date,originator_bank_id,originator_bank,originator_bank_country,originator_iso,beneficiary_bank_id,beneficiary_bank,beneficiary_bank_country,beneficiary_iso,number_transactions,amount_transactions
226384,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 6, 2007","Dec 6, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,82555.2
226385,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 21, 2007","Dec 21, 2007",eesti-kreditban,Eesti Kreditban,Estonia,EST,national-bank-of-dubai-dubai-united-arab-emirates-are,"National Bank of Dubai,",United Arab Emirates,ARE,1,54644
226386,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 31, 2007","Dec 31, 2007",eesti-kreditban,Eesti Kreditban,Estonia,EST,national-bank-of-dubai-dubai-united-arab-emirates-are,"National Bank of Dubai,",United Arab Emirates,ARE,1,115356
226387,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 27, 2007","Dec 27, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,11355.1
226388,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 12, 2007","Dec 12, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,19152
226389,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 27, 2007","Dec 27, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,33260.25
226390,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 18, 2007","Dec 18, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,37828
226391,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 17, 2007","Dec 17, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,37940.29
226392,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 12, 2007","Dec 12, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,54797.6
226393,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 26, 2007","Dec 26, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,73597.19
226394,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 18, 2007","Dec 18, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,74517.48
226395,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 26, 2007","Dec 26, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,119687.33
226396,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 17, 2007","Dec 17, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,229976.02
226397,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 17, 2007","Dec 17, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,276133.69
226398,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 17, 2007","Dec 17, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,276133.69
226399,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 11, 2007","Dec 11, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,1101600
226400,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 11, 2007","Dec 11, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,1240300
226401,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 7, 2007","Dec 7, 2007",baltinvestbank,Baltinvestbank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,1675278
226402,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 11, 2007","Dec 11, 2007",soyuz-oao,Soyuz OAO,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,771165
226403,2332,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 17, 2007","Dec 17, 2007",vnesheconombank,Vnesheconombank,Russia,RUS,eesti-krediidipank-tallinn-estonia-est,Eesti Krediidipank,Estonia,EST,1,482690
226442,4002,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 23, 2014","May 23, 2014",china-guangfa-bank-co-ltd,"China Guangfa Bank Co., Ltd",China,CHN,dbs-bank-ltd-singapore-singapore-sgp,"DBS Bank Ltd, Singapore",Singapore,SGP,1,2813235.7
226447,2376,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 30, 2011","Nov 30, 2011",shin-kong-bank,Shin Kong Bank,Taiwan,TWN,kunshan-rural-commercial-bank-kunshan-china-chn,Kunshan Rural Commercial Bank,China,CHN,1,751245
226448,2376,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 25, 2011","Nov 25, 2011",shin-kong-bank,Shin Kong Bank,Taiwan,TWN,kunshan-rural-commercial-bank-kunshan-china-chn,Kunshan Rural Commercial Bank,China,CHN,1,396708
226449,2376,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 21, 2011","Nov 21, 2011",shin-kong-bank,Shin Kong Bank,Taiwan,TWN,kunshan-rural-commercial-bank-kunshan-china-chn,Kunshan Rural Commercial Bank,China,CHN,1,1027900
226450,2376,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 22, 2011","Nov 22, 2011",bnp-paribas-taipei,Bnp Paribas Taipei,Taiwan,TWN,taiwan-cooperative-bank-hong-kong-hkg,"Taiwan Cooperative Bank,",Hong Kong,HKG,1,893565.81
226451,2376,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 16, 2011","Nov 16, 2011",bnp-paribas-taipei,Bnp Paribas Taipei,Taiwan,TWN,taiwan-cooperative-bank-hong-kong-hkg,"Taiwan Cooperative Bank,",Hong Kong,HKG,1,953385.04
226452,2252,standard-chartered-plc,Standard Chartered Plc,"Oct 11, 2012","Dec 21, 2012",raiffeisenbank-zao,Raiffeisenbank Zao,Russia,RUS,hsbc-bank-uae-are,HSBC Bank,United Arab Emirates,ARE,,282000
226535,3981,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Sep 30, 2016","Sep 30, 2016",sg-private-banking-suisse-sa,SG Private Banking Suisse SA,Switzerland,CHE,winterbotham-trust-company-limited-nassau-bahamas-bhs,Winterbotham Trust Company Limited,Bahamas,BHS,1,4505593.05
226536,3981,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Sep 30, 2016","Sep 30, 2016",deutsche-bank,Deutsche Bank,Switzerland,CHE,kbl-european-private-bankers-sa-luxembourg-lux,Kbl European Private Bankers S.A.,Luxembourg,LUX,1,4516000
226537,3981,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 27, 2016","Sep 28, 2016",banco-santander,Banco Santander,Cayman Islands,CYM,winterbotham-trust-company-limited-nassau-bahamas-bhs,Winterbotham Trust Company Limited,Bahamas,BHS,2,4548883.33
226539,3981,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 26, 2016","Aug 5, 2016",winterbotham-trust-company-limited,Winterbotham Trust Company Limited,Bahamas,BHS,natixis-new-york-ny-usa,Natixis,United States,USA,2,1.005973707E7
226540,3981,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Oct 27, 2016","Oct 27, 2016",hsbc-private-bank,HSBC Private Bank,Manaco,MCO,kbl-european-private-bankers-sa-luxembourg-lux,Kbl European Private Bankers S.A.,Luxembourg,LUX,1,5.035581351E7
226544,4182,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 27, 2014","Jun 27, 2014",bank-of-bermuda,Bank of Bermuda,Bermuda,BMU,wirecard-bank-ag-grasbrunn-germany-deu,Wirecard Bank AG,Germany,DEU,1,5954.41
226545,4182,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 3, 2014","Jun 3, 2014",ing-belgium-nvsa,ING Belgium NV/Sa,Belgium,BEL,wirecard-bank-ag-grasbrunn-germany-deu,Wirecard Bank AG,Germany,DEU,1,14980
226546,4182,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 3, 2014","Jun 3, 2014",banco-de-oro-unibank-inc,Banco De Oro Unibank Inc.,Philippines,PHL,wirecard-bank-ag-grasbrunn-germany-deu,Wirecard Bank AG,Germany,DEU,1,74975
226547,4182,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 6, 2014","Jun 6, 2014",northern-virginia-omniversatile-solutions-llc,Northern Virginia Omniversatile Solutions Llc,United States,USA,afghan-united-bank-kabul-afghanistan-afg,Afghan United Bank,Afghanistan,AFG,1,511560
226548,4182,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 3, 2014","Jun 19, 2014",danske-bank-as,Danske Bank A/S,Denmark,DNK,afghan-united-bank-kabul-afghanistan-afg,Afghan United Bank,Afghanistan,AFG,2,518670
226549,4182,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 9, 2014","Jun 9, 2014",citibank-na,Citibank Na,United Kingdom,GBR,maiwand-bank-kabul-afghanistan-afg,Maiwand Bank,Afghanistan,AFG,1,542699
226550,4182,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 30, 2014","Jun 30, 2014",bank-of-america-na,Bank of America N.A.,United States,USA,bakhtar-bank-kabul-afghanistan-afg,Bakhtar Bank,Afghanistan,AFG,1,541600.43
226551,4182,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 5, 2014","Jun 5, 2014",deutsche-bank-ag,Deutsche Bank AG,Germany,DEU,azizi-bank-kabul-afghanistan-afg,Azizi Bank,Afghanistan,AFG,1,603000
226552,4182,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 20, 2014","Jun 20, 2014",unicredit-bank-ag,UniCredit Bank AG,Germany,DEU,afgan-united-bank-kabul-afghanistan-afg,Afgan United Bank,Afghanistan,AFG,1,525000
226609,2916,standard-chartered-plc,Standard Chartered Plc,"Apr 29, 2010","May 19, 2011",credicorp-bank,Credicorp Bank,Panama,PAN,lloyds-tbs-bank-plc-miami-fl-usa-usa,Lloyds Tbs Bank Plc,United States,USA,2,134975
226612,2916,standard-chartered-plc,Standard Chartered Plc,"Apr 6, 2010","Sep 16, 2010",banco-general-s-a,Banco General S A,Panama,PAN,credicorp-bank-panama-pan,Credicorp Bank,Panama,PAN,7,459000
226613,2916,standard-chartered-plc,Standard Chartered Plc,"Jun 2, 2010","Jun 2, 2010",bbva-uruguay-sa,Bbva Uruguay SA,Uruguay,URY,credicorp-bank-panama-pan,Credicorp Bank,Panama,PAN,1,475000
226616,2916,standard-chartered-plc,Standard Chartered Plc,"Feb 14, 2011","Feb 14, 2011",jpmorgan-chase-bank,JPMorgan Chase Bank,United States,USA,credicorp-bank-panama-pan,Credicorp Bank,Panama,PAN,1,720000
226618,2916,standard-chartered-plc,Standard Chartered Plc,"Sep 7, 2010","Jan 26, 2011",schroder-co-bank-ag,Schroder Co Bank AG,Switzerland,CHE,credicorp-bank-panama-pan,Credicorp Bank,Panama,PAN,5,2194000
226619,2916,standard-chartered-plc,Standard Chartered Plc,"Oct 4, 2010","Apr 13, 2011",schroder-co-bank-ag,Schroder Co Bank AG,Switzerland,CHE,credicorp-bank-panama-pan,Credicorp Bank,Panama,PAN,3,2261000
226620,3251,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 6, 2014","Apr 7, 2014",caledonian-bank-limited,Caledonian Bank Limited,Cayman Islands,CYM,hsbc-hong-kong-hkg,HSBC,Hong Kong,HKG,3,1300000
226621,3251,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 13, 2014","Apr 4, 2014",credicorp-bank-sa,Credicorp Bank S.A,Panama,PAN,caledonian-bank-limited-georgetown-ky-cym,Caledonian Bank Limited,Cayman Islands,CYM,4,2031110
226622,3251,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 3, 2014","Apr 28, 2014",abn-amro-bank-nv,ABN Amro Bank N.V.,Netherlands,NLD,caledonian-bank-limited-georgetown-ky-cym,Caledonian Bank Limited,Cayman Islands,CYM,27,2212262.18
226623,3251,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 5, 2014","Apr 7, 2014",caledonian-bank-limited,Caledonian Bank Limited,Cayman Islands,CYM,hsbc-hong-kong-hkg,HSBC,Hong Kong,HKG,9,1289625
226624,3251,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 7, 2014","Apr 23, 2014",bbva-banco-uruguay,Bbva Banco Uruguay,Uruguay,URY,caledonian-bank-limited-georgetown-ky-cym,Caledonian Bank Limited,Cayman Islands,CYM,5,784705
226625,3251,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 6, 2014","Apr 10, 2014",banca-privada-dandorra-sa,Banca Privada Dandorra S.A.,Andorra,AND,caledonian-bank-limited-georgetown-ky-cym,Caledonian Bank Limited,Cayman Islands,CYM,7,2867110
226626,3251,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 6, 2014","Apr 2, 2014",wells-fargo-bank-na,Wells Fargo Bank Na,United States,USA,caledonian-bank-limited-georgetown-ky-cym,Caledonian Bank Limited,Cayman Islands,CYM,7,14458410
226627,3251,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 25, 2014","Apr 2, 2014",bsi-ag,BSI AG,Switzerland,CHE,caledonian-bank-limited-georgetown-ky-cym,Caledonian Bank Limited,Cayman Islands,CYM,3,249325
226628,3251,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 3, 2014","Apr 2, 2014",bsi-ag,BSI AG,Switzerland,CHE,caledonian-bank-limited-georgetown-ky-cym,Caledonian Bank Limited,Cayman Islands,CYM,12,684172.37
226633,4292,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 5, 2015","Jun 5, 2015",trasta-komercbanka,Trasta Komercbanka,Latvia,LVA,usb-bank-plc-nicosia-cyprus-cyp,Usb Bank Plc,Cyprus,CYP,1,15347
226634,4292,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 14, 2015","Apr 14, 2015",rietumu-banka-jsc,Rietumu Banka JSC,Latvia,LVA,usb-bank-plc-nicosia-cyprus-cyp,Usb Bank Plc,Cyprus,CYP,1,30000
226635,4292,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 3, 2015","Mar 3, 2015",deutsche-bank-ag,Deutsche Bank AG,Germany,DEU,usb-bank-plc-nicosia-cyprus-cyp,Usb Bank Plc,Cyprus,CYP,1,32292
226636,4292,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 17, 2015","May 17, 2015",lebanon-and-gulf-bank-sal,Lebanon And Gulf Bank S.A.L.,Lebanon,LBN,hong-kong-and-shanghai-banking-corp-hong-kong-hkg,Hong Kong And Shanghai Banking Corp,Hong Kong,HKG,1,41561.01
226637,4292,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 31, 2015","Mar 31, 2015",citibank-na,Citibank Na,United States,USA,usb-bank-plc-nicosia-cyprus-cyp,Usb Bank Plc,Cyprus,CYP,1,55807
226638,4292,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 8, 2015","Jun 8, 2015",usb-bank-plc,Usb Bank Plc,Cyprus,CYP,hsbc-bank-bermuda-hamilton-bermuda-bmu,HSBC Bank Bermuda,Bermuda,BMU,1,85863.95
226639,4292,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 17, 2015","Apr 17, 2015",usb-bank-plc,Usb Bank Plc,Cyprus,CYP,mizrahi-tefahot-bank-ltd-ramat-gan-israel-isr,Mizrahi Tefahot Bank Ltd,Israel,ISR,1,14345
226640,4292,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 17, 2015","Apr 17, 2015",usb-bank-plc,Usb Bank Plc,Cyprus,CYP,first-intl-bank-of-israel-ltd-tel-aviv-israel-isr,First Int'L Bank of Israel Ltd.,Israel,ISR,1,14842
226641,4292,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 20, 2015","May 20, 2015",usb-bank-plc,Usb Bank Plc,Cyprus,CYP,first-intl-bank-of-israel-ltd-tel-aviv-israel-isr,First Int'L Bank of Israel Ltd.,Israel,ISR,1,14842
226671,3380,china-investment-corporation,China Investment Corporation,"Dec 22, 2016","Dec 22, 2016",bank-of-china,Bank of China,China,CHN,ctbc-bank-coltd-hong-kong-hkg,"CTBC Bank Co.,Ltd.,",Hong Kong,HKG,1,5035
226672,3380,china-investment-corporation,China Investment Corporation,"Dec 1, 2016","Dec 1, 2016",bank-of-china,Bank of China,China,CHN,hsbc-bank-plc-london-uk-gbr,HSBC Bank Plc,United Kingdom,GBR,1,140.44
226673,3380,china-investment-corporation,China Investment Corporation,"Nov 18, 2016","Nov 18, 2016",bank-of-china,Bank of China,China,CHN,chang-hwa-commercial-bank-ltd-tainan-taiwan-twn,Chang Hwa Commercial Bank Ltd,Taiwan,TWN,1,37101
226674,3380,china-investment-corporation,China Investment Corporation,"Nov 4, 2016","Nov 4, 2016",bank-of-china,Bank of China,China,CHN,citibank-na-taipei-taiwan-twn,Citibank N.A,Taiwan,TWN,1,534
226675,3380,china-investment-corporation,China Investment Corporation,"Nov 2, 2016","Dec 23, 2016",bank-of-china,Bank of China,China,CHN,hua-nan-commercial-bank-ltd-tainan-branch-taiwan-twn,"Hua Nan Commercial Bank, Ltd.",Taiwan,TWN,2,89266
226676,3380,china-investment-corporation,China Investment Corporation,"Oct 25, 2016","Jan 17, 2017",bank-of-china,Bank of China,China,CHN,dbs-bank-ltd-hong-kong-hkg,DBS Bank Ltd,Hong Kong,HKG,2,70332.47
226677,3380,china-investment-corporation,China Investment Corporation,"Oct 17, 2016","Jan 6, 2017",bank-of-china,Bank of China,China,CHN,deutsche-bank-ag-hong-kong-hkg,Deutsche Bank AG,Hong Kong,HKG,8,206199.3
226678,3380,china-investment-corporation,China Investment Corporation,"Oct 17, 2016","Nov 17, 2016",bank-of-china,Bank of China,China,CHN,hongkong-and-shanghai-banking-corporation-limited-hong-kong-hkg,Hong Kong And Shanghai Banking Corporation Limited,Hong Kong,HKG,2,1425
226679,3380,china-investment-corporation,China Investment Corporation,"Oct 17, 2016","Nov 29, 2016",bank-of-china,Bank of China,China,CHN,chang-hwa-commercial-bank-ltd-taipei-taiwan-twn,Chang Hwa Commercial Bank Ltd,Taiwan,TWN,2,66052.6
226680,3380,china-investment-corporation,China Investment Corporation,"Oct 11, 2016","Dec 23, 2016",bank-of-china,Bank of China,China,CHN,taipei-fubon-commercial-bank-co-ltd-taipei-taiwan-twn,"Taipei Fubon Commercial Bank Co., Ltd",Taiwan,TWN,2,64378
226688,3110,china-investment-corporation,China Investment Corporation,"Aug 10, 2016","Aug 10, 2016",bank-of-china-guangdong-branch,Bank of China Guangdong Branch,China,CHN,taiwan-cooperative-bank-ltd-tainan-taiwan-twn,Taiwan Cooperative Bank Ltd,Taiwan,TWN,1,59594
226689,3110,china-investment-corporation,China Investment Corporation,"Aug 2, 2016","Aug 2, 2016",bank-of-china-guangdong-branch,Bank of China Guangdong Branch,China,CHN,taiwan-cooperative-bank-ltd-chihkan-branch-tainan-taiwan-twn,Taiwan Cooperative Bank Ltd,Taiwan,TWN,1,27471.6
226690,3110,china-investment-corporation,China Investment Corporation,"Aug 2, 2016","Aug 2, 2016",bank-of-china-guangdong-branch,Bank of China Guangdong Branch,China,CHN,chang-hwa-commercial-bank-ltd-tainan-taiwan-twn,Chang Hwa Commercial Bank Ltd.,Taiwan,TWN,1,45429.84
226691,3110,china-investment-corporation,China Investment Corporation,"Jul 18, 2016","Jul 18, 2016",bank-of-china-guangdong-branch,Bank of China Guangdong Branch,China,CHN,taipei-fubon-commercial-bank-co-ltd-taipei-taiwan-twn,"Taipei Fubon Commercial Bank Co., Ltd",Taiwan,TWN,1,31574.75
226692,3110,china-investment-corporation,China Investment Corporation,"Jun 17, 2016","Jun 17, 2016",bank-of-china-guangdong-branch,Bank of China Guangdong Branch,China,CHN,ctbc-bank-coltd-hong-kong-branch-hong-kong-hkg,"CTBC Bank Co.,Ltd., Hong Kong Branch",Hong Kong,HKG,1,400025
226693,3110,china-investment-corporation,China Investment Corporation,"Jun 16, 2016","Sep 8, 2016",bank-of-china-guangdong-branch,Bank of China Guangdong Branch,China,CHN,hua-nan-commercial-bank-ltd-tainan-taiwan-twn,"Hua Nan Commercial Bank, Ltd.",Taiwan,TWN,3,143602.87
226694,3110,china-investment-corporation,China Investment Corporation,"May 31, 2016","Sep 29, 2016",bank-of-china-guangdong-branch,Bank of China Guangdong Branch,China,CHN,ctbc-bank-co-ltd-taipei-taiwan-twn,"CTBC Bank Co., Ltd",Taiwan,TWN,2,71793.8
226695,3110,china-investment-corporation,China Investment Corporation,"May 27, 2016","Aug 2, 2016",bank-of-china-guangdong-branch,Bank of China Guangdong Branch,China,CHN,chang-hwa-commercial-bank-ltd-taipei-taiwan-twn,Chang Hwa Commercial Bank Ltd,Taiwan,TWN,2,65187.3
226696,3110,china-investment-corporation,China Investment Corporation,"May 20, 2016","Sep 29, 2016",bank-of-china-guangdong-branch,Bank of China Guangdong Branch,China,CHN,deutsche-bank-ag-hong-kong-hkg,Deutsche Bank AG,Hong Kong,HKG,6,219802.85
226697,3110,china-investment-corporation,China Investment Corporation,"May 20, 2016","Aug 19, 2016",bank-of-china-guangdong-branch,Bank of China Guangdong Branch,China,CHN,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Singapore,SGP,3,99770.12
226704,3339,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 15, 2015","Dec 15, 2015",citibank-na-ny,Citibank N.A. Ny,United States,USA,hsbc-bank-plc-london-england-gbr,HSBC Bank Plc London,United Kingdom,GBR,1,10559
226749,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 5, 2014","Nov 5, 2014",ping-an-bank-co-ltd,Ping An Bank Co Ltd,China,CHN,united-arab-bank-sharjah-uae-are,United Arab Bank,United Arab Emirates,ARE,1,3281263.43
226750,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Sep 9, 2015","Sep 9, 2015",shanghai-pudong-development-bank,Shanghai Pudong Development Bank,China,CHN,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Singapore,SGP,2,10001000
226751,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Feb 9, 2015","Feb 9, 2015",taiwan-cooperative-bank,Taiwan Cooperative Bank,Hong Kong,HKG,first-sino-bank-shanghai-china-chn,First Sino Bank,China,CHN,1,5000000
226752,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 20, 2015","Jul 22, 2015",j-and-t-bank-and-trust,J And T Bank And Trust,Barbados,BRB,banco-nacional-ultramarino-macau-mac,Banco Nacional Ultramarino,Macau,MAC,4,1.27376404E7
226753,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 8, 2015","Dec 9, 2015",bank-of-communications,Bank of Communications,China,CHN,shanghai-pudong-development-bank-shanghai-chn,Shanghai Pudong Development Bank,China,CHN,2,6290000
226754,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 14, 2015","Jan 7, 2016",bank-of-communications,Bank of Communications,China,CHN,saudi-british-bank-riyadh-saudi-arabia-sau,Saudi British Bank,Saudi Arabia,SAU,4,2.123833696E7
226755,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 3, 2014","Dec 3, 2014",hsbc,HSBC,Hong Kong,HKG,credit-suisse-singapore-sgp,Credit Suisse,Singapore,SGP,1,300000
226756,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 4, 2015","Dec 4, 2015",oversea-chinese-banking-corp,Oversea Chinese Banking Corp,Singapore,SGP,credit-suisse-singapore-sgp,Credit Suisse,Singapore,SGP,1,13396000
226757,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 5, 2015","Jun 16, 2015",hsbc,HSBC,Hong Kong,HKG,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Singapore,SGP,7,25500000
226758,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 15, 2016","Mar 24, 2016",ppf-banka-as,PPF Banka A.S.,Czech Republic,CZE,edmund-de-rothschild-suisse-sa-geneva-switzerland-che,Edmund De Rothschild,Switzerland,CHE,3,3000000
226759,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 5, 2015","Feb 23, 2016",andbanc,Andbanc,Panama,PAN,banco-santander-peru-sa-lima-peru-per,Banco Santander Peru S.A.,Peru,PER,8,3625024.99
226760,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Oct 20, 2015","Oct 20, 2015",bank-of-china,Bank of China,Luxembourg,LUX,kbl-european-private-bankers-sa-luxembourg-lux,Kbl European Private Bankers S.A.,Luxembourg,LUX,1,500000000
226785,2397,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 18, 2013","May 21, 2013",first-midwest-bank-na,First Midwest Bank N.A,United States,USA,baltikums-bank-riga-latvia-lva,Baltikums Bank,Latvia,LVA,3,30000
226786,2397,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 7, 2013","May 30, 2013",baltikums-bank-as,Baltikums Bank AS,Latvia,LVA,skandinaviska-enskilda-banken-sweden-stockholm-sweden-swe,Skandinaviska Enskilda Banken - Sweden,Sweden,SWE,3,4837379.55
226787,2397,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 8, 2013","May 8, 2013",baltikums-bank-as,Baltikums Bank AS,Latvia,LVA,open-joint-stock-company-vtb-bank-kiev-ukraine-ukr,Open Joint-Stock Company VTB Bank,Ukraine,UKR,1,14750000
